,subject_id,age,patch_path,centers_path
11,526,-4.022161829315054,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_1_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_1_centers.npy
12,526,-2.7492294357210825,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_2_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_2_centers.npy
13,526,-1.4762970421271113,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_3_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_3_centers.npy
14,526,-0.20336464853313974,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_4_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_4_centers.npy
15,526,1.0695677450608319,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_5_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_5_centers.npy
16,526,2.3425001386548026,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_6_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_6_centers.npy
17,526,3.615432532248775,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_7_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_7_centers.npy
18,526,4.888364925842746,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_8_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_8_centers.npy
19,526,6.161297319436716,./data_starmen/anomaly_patches/darker_line__starman__subject_s526__tp_9_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s526_tp_9_centers.npy
20,289,-3.4030973003448084,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_0_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_0_centers.npy
21,289,-2.330430423211901,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_1_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_1_centers.npy
22,289,-1.2577635460789933,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_2_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_2_centers.npy
23,289,-0.18509666894608579,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_3_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_3_centers.npy
24,289,0.8875702081868218,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_4_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_4_centers.npy
25,289,1.9602370853197293,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_5_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_5_centers.npy
26,289,3.032903962452637,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_6_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_6_centers.npy
27,289,4.105570839585544,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_7_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_7_centers.npy
28,289,5.178237716718452,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_8_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_8_centers.npy
29,289,6.2509045938513585,./data_starmen/anomaly_patches/darker_line__starman__subject_s289__tp_9_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s289_tp_9_centers.npy
30,548,-3.662528432849417,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_0_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_0_centers.npy
31,548,-2.5757170121142394,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_1_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_1_centers.npy
32,548,-1.4889055913790612,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_2_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_2_centers.npy
33,548,-0.4020941706438834,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_3_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_3_centers.npy
34,548,0.6847172500912948,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_4_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_4_centers.npy
35,548,1.771528670826473,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_5_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_5_centers.npy
36,548,2.8583400915616504,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_6_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_6_centers.npy
37,548,3.9451515122968286,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_7_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_7_centers.npy
38,548,5.031962933032007,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_8_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_8_centers.npy
39,548,6.118774353767185,./data_starmen/anomaly_patches/darker_line__starman__subject_s548__tp_9_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s548_tp_9_centers.npy
40,649,-8.704567021581148,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_0_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_0_centers.npy
41,649,-7.0236143646895925,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_1_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_1_centers.npy
42,649,-5.342661707798037,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_2_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_2_centers.npy
43,649,-3.661709050906482,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_3_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_3_centers.npy
44,649,-1.980756394014926,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_4_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_4_centers.npy
45,649,-0.29980373712337105,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_5_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_5_centers.npy
46,649,1.3811489197681848,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_6_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_6_centers.npy
47,649,3.0621015766597406,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_7_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_7_centers.npy
48,649,4.743054233551296,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_8_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_8_centers.npy
49,649,6.424006890442852,./data_starmen/anomaly_patches/darker_line__starman__subject_s649__tp_9_patches.npy,./data_starmen/anomaly_patches/darker_line__starman__subject_s649_tp_9_centers.npy
