,age,image_path,subject_id
46,6,./data_starmen/anomaly_images/darker_circle__starman__subject_s23__tp_6.npy,23
47,7,./data_starmen/anomaly_images/darker_circle__starman__subject_s23__tp_7.npy,23
48,8,./data_starmen/anomaly_images/darker_circle__starman__subject_s23__tp_8.npy,23
49,9,./data_starmen/anomaly_images/darker_circle__starman__subject_s23__tp_9.npy,23
50,0,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_0.npy,758
51,1,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_1.npy,758
52,2,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_2.npy,758
53,3,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_3.npy,758
54,4,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_4.npy,758
55,5,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_5.npy,758
56,6,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_6.npy,758
57,7,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_7.npy,758
58,8,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_8.npy,758
59,9,./data_starmen/anomaly_images/darker_circle__starman__subject_s758__tp_9.npy,758
60,0,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_0.npy,305
61,1,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_1.npy,305
62,2,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_2.npy,305
63,3,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_3.npy,305
64,4,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_4.npy,305
65,5,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_5.npy,305
66,6,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_6.npy,305
67,7,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_7.npy,305
68,8,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_8.npy,305
69,9,./data_starmen/anomaly_images/darker_circle__starman__subject_s305__tp_9.npy,305
70,0,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_0.npy,461
71,1,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_1.npy,461
72,2,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_2.npy,461
73,3,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_3.npy,461
74,4,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_4.npy,461
75,5,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_5.npy,461
76,6,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_6.npy,461
77,7,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_7.npy,461
78,8,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_8.npy,461
79,9,./data_starmen/anomaly_images/darker_circle__starman__subject_s461__tp_9.npy,461
80,0,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_0.npy,27
81,1,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_1.npy,27
82,2,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_2.npy,27
83,3,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_3.npy,27
84,4,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_4.npy,27
85,5,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_5.npy,27
86,6,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_6.npy,27
87,7,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_7.npy,27
88,8,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_8.npy,27
89,9,./data_starmen/anomaly_images/darker_circle__starman__subject_s27__tp_9.npy,27
90,0,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_0.npy,811
91,1,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_1.npy,811
92,2,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_2.npy,811
93,3,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_3.npy,811
94,4,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_4.npy,811
95,5,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_5.npy,811
96,6,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_6.npy,811
97,7,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_7.npy,811
98,8,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_8.npy,811
99,9,./data_starmen/anomaly_images/darker_circle__starman__subject_s811__tp_9.npy,811
