,age,image_path,subject_id
42,2,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_2.npy,142
43,3,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_3.npy,142
44,4,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_4.npy,142
45,5,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_5.npy,142
46,6,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_6.npy,142
47,7,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_7.npy,142
48,8,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_8.npy,142
49,9,./data_starmen/anomaly_images/darker_line__starman__subject_s142__tp_9.npy,142
50,0,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_0.npy,184
51,1,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_1.npy,184
52,2,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_2.npy,184
53,3,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_3.npy,184
54,4,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_4.npy,184
55,5,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_5.npy,184
56,6,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_6.npy,184
57,7,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_7.npy,184
58,8,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_8.npy,184
59,9,./data_starmen/anomaly_images/darker_line__starman__subject_s184__tp_9.npy,184
60,0,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_0.npy,787
61,1,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_1.npy,787
62,2,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_2.npy,787
63,3,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_3.npy,787
64,4,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_4.npy,787
65,5,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_5.npy,787
66,6,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_6.npy,787
67,7,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_7.npy,787
68,8,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_8.npy,787
69,9,./data_starmen/anomaly_images/darker_line__starman__subject_s787__tp_9.npy,787
70,0,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_0.npy,597
71,1,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_1.npy,597
72,2,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_2.npy,597
73,3,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_3.npy,597
74,4,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_4.npy,597
75,5,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_5.npy,597
76,6,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_6.npy,597
77,7,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_7.npy,597
78,8,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_8.npy,597
79,9,./data_starmen/anomaly_images/darker_line__starman__subject_s597__tp_9.npy,597
80,0,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_0.npy,876
81,1,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_1.npy,876
82,2,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_2.npy,876
83,3,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_3.npy,876
84,4,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_4.npy,876
85,5,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_5.npy,876
86,6,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_6.npy,876
87,7,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_7.npy,876
88,8,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_8.npy,876
89,9,./data_starmen/anomaly_images/darker_line__starman__subject_s876__tp_9.npy,876
90,0,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_0.npy,940
91,1,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_1.npy,940
92,2,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_2.npy,940
93,3,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_3.npy,940
94,4,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_4.npy,940
95,5,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_5.npy,940
96,6,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_6.npy,940
97,7,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_7.npy,940
98,8,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_8.npy,940
99,9,./data_starmen/anomaly_images/darker_line__starman__subject_s940__tp_9.npy,940
